log_id,customer_id,chat_text,sentiment_label,keywords_detected
LOG00425,CUST00526,What are the current interest rates for savings accounts?,neutral,
LOG00426,CUST04598,I cannot access my account – it seems blocked.,negative,blocked
LOG00427,CUST01821,What are the current interest rates for savings accounts?,neutral,
LOG00428,CUST07514,Fraud alert – someone withdrew money without my permission.,negative,fraud
LOG00429,CUST02805,The loan was approved faster than expected – very pleased.,positive,
LOG00430,CUST03603,I love the new mobile app features.,positive,
LOG00431,CUST09890,I am very unhappy with how my complaint was handled.,negative,
LOG00432,CUST02785,What are the current interest rates for savings accounts?,neutral,
LOG00433,CUST01417,My card was charged twice and no one is fixing it.,negative,
LOG00434,CUST08549,The loan was approved faster than expected – very pleased.,positive,
LOG00435,CUST03547,Can I increase my credit limit?,neutral,
LOG00436,CUST07582,Fraud alert – someone withdrew money without my permission.,negative,fraud
LOG00437,CUST00238,I am very unhappy with how my complaint was handled.,negative,
LOG00438,CUST07015,My account was unblocked promptly. Happy with the service.,positive,blocked
LOG00439,CUST04042,What documents are needed for a loan application?,neutral,
LOG00440,CUST05363,"Great customer service, very helpful team.",positive,
LOG00441,CUST09494,Can I increase my credit limit?,neutral,
LOG00442,CUST09696,"Great customer service, very helpful team.",positive,
LOG00443,CUST09400,What are the current interest rates for savings accounts?,neutral,
LOG00444,CUST06845,"Thank you, the issue has been resolved quickly.",positive,
LOG00445,CUST00657,"Thank you, the issue has been resolved quickly.",positive,
LOG00446,CUST08262,Can I increase my credit limit?,neutral,
LOG00447,CUST06975,"Thank you, the issue has been resolved quickly.",positive,
LOG00448,CUST06461,Please send me my account statement.,neutral,
LOG00449,CUST01606,The loan was approved faster than expected – very pleased.,positive,
LOG00450,CUST08115,Can I increase my credit limit?,neutral,
LOG00451,CUST01362,"Great customer service, very helpful team.",positive,
LOG00452,CUST00204,"Excellent experience overall, keep it up.",positive,
LOG00453,CUST06663,What documents are needed for a loan application?,neutral,
LOG00454,CUST02175,My card was charged twice and no one is fixing it.,negative,
LOG00455,CUST04847,Why is my loan application still pending? Terrible process.,negative,
LOG00456,CUST01487,What are the current interest rates for savings accounts?,neutral,
LOG00457,CUST07861,"Thank you, the issue has been resolved quickly.",positive,
LOG00458,CUST04995,What documents are needed for a loan application?,neutral,
LOG00459,CUST07525,What are the current interest rates for savings accounts?,neutral,
LOG00460,CUST07453,I cannot access my account – it seems blocked.,negative,blocked
LOG00461,CUST02272,Fraud alert – someone withdrew money without my permission.,negative,fraud
LOG00462,CUST03031,Account blocked again. This is the third time this month.,negative,blocked
LOG00463,CUST07608,Why is my loan application still pending? Terrible process.,negative,
LOG00464,CUST01159,I cannot access my account – it seems blocked.,negative,blocked
LOG00465,CUST05455,Can I increase my credit limit?,neutral,
LOG00466,CUST04860,I cannot access my account – it seems blocked.,negative,blocked
LOG00467,CUST04421,Account blocked again. This is the third time this month.,negative,blocked
LOG00468,CUST08888,What documents are needed for a loan application?,neutral,
LOG00469,CUST03394,"Excellent experience overall, keep it up.",positive,
LOG00470,CUST05501,"There is a fraud transaction on my account, please help.",negative,fraud
LOG00471,CUST00899,What documents are needed for a loan application?,neutral,
LOG00472,CUST05964,Please send me my account statement.,neutral,
LOG00473,CUST01819,How do I update my contact details?,neutral,
LOG00474,CUST05990,Account blocked again. This is the third time this month.,negative,blocked
LOG00475,CUST00670,Can I increase my credit limit?,neutral,
LOG00476,CUST06004,I love the new mobile app features.,positive,
LOG00477,CUST09156,What are the current interest rates for savings accounts?,neutral,
LOG00478,CUST01098,What documents are needed for a loan application?,neutral,
LOG00479,CUST03355,"Excellent experience overall, keep it up.",positive,
LOG00480,CUST05488,"Great customer service, very helpful team.",positive,
LOG00481,CUST08842,What are the current interest rates for savings accounts?,neutral,
LOG00482,CUST07840,"There is a fraud transaction on my account, please help.",negative,fraud
LOG00483,CUST09505,What documents are needed for a loan application?,neutral,
LOG00484,CUST03438,My account was unblocked promptly. Happy with the service.,positive,blocked
LOG00485,CUST03694,My account was unblocked promptly. Happy with the service.,positive,blocked
LOG00486,CUST05779,I love the new mobile app features.,positive,
LOG00487,CUST08251,I need to know the branch hours.,neutral,
LOG00488,CUST06930,My account was unblocked promptly. Happy with the service.,positive,blocked
LOG00489,CUST00893,I need to know the branch hours.,neutral,
LOG00490,CUST06109,How do I update my contact details?,neutral,
LOG00491,CUST07413,Why is my loan application still pending? Terrible process.,negative,
LOG00492,CUST08216,Fraud alert – someone withdrew money without my permission.,negative,fraud
LOG00493,CUST02011,Please send me my account statement.,neutral,
LOG00494,CUST08715,Fraud alert – someone withdrew money without my permission.,negative,fraud
LOG00495,CUST07406,I am very unhappy with how my complaint was handled.,negative,
LOG00496,CUST06032,Please send me my account statement.,neutral,
LOG00497,CUST01076,What documents are needed for a loan application?,neutral,
LOG00498,CUST07502,My card was charged twice and no one is fixing it.,negative,
LOG00499,CUST01314,How do I update my contact details?,neutral,
LOG00500,CUST02930,Account blocked again. This is the third time this month.,negative,blocked
LOG00501,CUST01261,I need to know the branch hours.,neutral,
LOG00502,CUST02700,"There is a fraud transaction on my account, please help.",negative,fraud
LOG00503,CUST01836,I need to know the branch hours.,neutral,
LOG00504,CUST02425,What documents are needed for a loan application?,neutral,
LOG00505,CUST02466,Fraud alert – someone withdrew money without my permission.,negative,fraud
LOG00506,CUST08531,What are the current interest rates for savings accounts?,neutral,
LOG00507,CUST04804,I cannot access my account – it seems blocked.,negative,blocked
LOG00508,CUST08871,Can I increase my credit limit?,neutral,
LOG00509,CUST07765,"Poor service, I have been waiting for days with no response.",negative,poor service
LOG00510,CUST06884,I need to know the branch hours.,neutral,
LOG00511,CUST00352,Fraud alert – someone withdrew money without my permission.,negative,fraud
LOG00512,CUST03098,I am very unhappy with how my complaint was handled.,negative,
LOG00513,CUST00362,"Thank you, the issue has been resolved quickly.",positive,
LOG00514,CUST08514,What are the current interest rates for savings accounts?,neutral,
LOG00515,CUST05504,My account was unblocked promptly. Happy with the service.,positive,blocked
LOG00516,CUST09482,The loan was approved faster than expected – very pleased.,positive,
LOG00517,CUST05347,Why is my loan application still pending? Terrible process.,negative,
LOG00518,CUST09722,Fraud alert – someone withdrew money without my permission.,negative,fraud
LOG00519,CUST07504,Fraud alert – someone withdrew money without my permission.,negative,fraud
LOG00520,CUST09294,I need to know the branch hours.,neutral,
LOG00521,CUST05022,"Great customer service, very helpful team.",positive,
LOG00522,CUST04260,"Poor service, I have been waiting for days with no response.",negative,poor service
LOG00523,CUST07934,What are the current interest rates for savings accounts?,neutral,
LOG00524,CUST04721,I love the new mobile app features.,positive,
LOG00525,CUST02431,How do I update my contact details?,neutral,
LOG00526,CUST04660,I love the new mobile app features.,positive,
LOG00527,CUST02726,The loan was approved faster than expected – very pleased.,positive,
LOG00528,CUST08771,"Poor service, I have been waiting for days with no response.",negative,poor service
LOG00529,CUST02987,I am very unhappy with how my complaint was handled.,negative,
LOG00530,CUST02515,"Poor service, I have been waiting for days with no response.",negative,poor service
LOG00531,CUST03898,"Poor service, I have been waiting for days with no response.",negative,poor service
LOG00532,CUST00675,How do I update my contact details?,neutral,
LOG00533,CUST09414,I need to know the branch hours.,neutral,
LOG00534,CUST07224,"Poor service, I have been waiting for days with no response.",negative,poor service
LOG00535,CUST06057,I need to know the branch hours.,neutral,
LOG00536,CUST03362,"Great customer service, very helpful team.",positive,
LOG00537,CUST05193,I cannot access my account – it seems blocked.,negative,blocked
LOG00538,CUST02424,I need to know the branch hours.,neutral,
LOG00539,CUST07348,I love the new mobile app features.,positive,
LOG00540,CUST08744,"Poor service, I have been waiting for days with no response.",negative,poor service
LOG00541,CUST01991,I love the new mobile app features.,positive,
LOG00542,CUST06629,"Thank you, the issue has been resolved quickly.",positive,
LOG00543,CUST02382,Fraud alert – someone withdrew money without my permission.,negative,fraud
LOG00544,CUST05247,Fraud alert – someone withdrew money without my permission.,negative,fraud
LOG00545,CUST00071,"Poor service, I have been waiting for days with no response.",negative,poor service
LOG00546,CUST08949,What documents are needed for a loan application?,neutral,
LOG00547,CUST05428,"Excellent experience overall, keep it up.",positive,
LOG00548,CUST04843,What documents are needed for a loan application?,neutral,
LOG00549,CUST04749,The loan was approved faster than expected – very pleased.,positive,
LOG00550,CUST09261,"Poor service, I have been waiting for days with no response.",negative,poor service
LOG00551,CUST07244,What documents are needed for a loan application?,neutral,
LOG00552,CUST01841,I need to know the branch hours.,neutral,
LOG00553,CUST00657,Fraud alert – someone withdrew money without my permission.,negative,fraud
LOG00554,CUST09027,"Great customer service, very helpful team.",positive,
LOG00555,CUST05048,"Thank you, the issue has been resolved quickly.",positive,
LOG00556,CUST06581,How do I update my contact details?,neutral,
LOG00557,CUST07307,My card was charged twice and no one is fixing it.,negative,
LOG00558,CUST01516,I love the new mobile app features.,positive,
